system_id,dataSource,artUrl,artDate,artTitle,artContent,commentCount
25,Mobile01,https://www.mobile01.com/topicdetail.php?f=595&t=6934627,2024-03-23 13:45:00,台南配鏡分享｜享美眼鏡（長榮店）＿平價時尚／專業驗光的質感眼鏡行,"台南配鏡分享｜享美眼鏡（長榮店）＿平價時尚／專業驗光的質感眼鏡行地址｜711台南市歸仁區長榮路一段230號電話｜06-5115831營業時間｜11：00～21：00官網｜https://www.siangmei.com.tw/粉絲專頁｜https://www.facebook.com/profile.php?id=100063691251926預約體驗『專業驗光設備』LINE｜https://lin.ee/YCCbulx——部落格文章：https://after-sleep.com/siangmei/——先生的哥哥因為工作的關係，眼鏡很常隨便用衣服擦拭，導致上面佈滿了許多刮痕，先生說他有次偶然看了一下他的眼鏡就覺得實在看不下去了，就決定改天要找個機會帶他去配一副新的眼鏡。後來聽以前唸嘉南藥理大學的親戚說之前在附近的「享美眼鏡」配過眼鏡，不管是價格、驗光過程或服務態度都覺得印象深刻地好，因此我們就決定帶哥哥來這裡換一副新的眼鏡過個好年啦！享美眼鏡（長榮店）門市地點與介紹
享美眼鏡目前在台南有兩家門市，分別是位在嘉藥對面的嘉南店以及位於台南三井 MITSUI OUTLET 附近的長榮店，由於親戚說兩家門市的服務跟驗光都非常棒，我們想說配完眼鏡剛好可以再去逛一下三井，就決定來訪比較近的長榮店了享美眼鏡確切的位置是在台南歸仁區長榮路與中正南路的交叉口，如果是開車或騎車前來的話，店面的門口可以稍微暫停一下，還蠻方便的店面看起來有一些純樸的年代感，特別注意的是有很多海昌隱形眼鏡的廣告，回想起來以前大學的時候很常買海昌的隱形眼鏡來戴，突然有種懷念的感覺 XD進入門市後，可以看到琳瑯滿目的鏡框與隱形眼鏡產品，或許是因為靠近長榮大學、國立陽明交通大學台南校區與嘉南藥理大學的關係，店裡的隱形眼鏡與變色片品項真的非常多，適合愛美的學生們挑選適合的隱形眼鏡放大片或變色片的展示範例也有不少，如果沒辦法馬上決定的話可以稍微自己看一下或請店家介紹。不過我們今天來訪的目的是要配新的眼鏡，店家也很熱情地跟我們好好介紹他們家的產品並確認我們的需求，畢竟要打造出一副適合自己的眼鏡，還是需要專業的驗光師與服務人員協助呀！再來注意到的是牆上掛滿了販售隱形眼鏡（醫療器材）的許可執照以及好幾位驗光師的資格證明，這樣在這邊驗光跟配眼鏡也才更有保障一些需求初步探詢
哥哥其實對於眼鏡沒有什麼特別的要求，只希望能夠戴的舒適、不要太容易壞掉就好 XD 聽他跟驗光師討論時才知道他原先的眼鏡已經戴了長達七、八年之久，都不知道原本眼鏡的度數是否還適合他的實際需求，不過驗光師還是在簡單詢問後就來看一下他原本眼鏡的狀況了驗光師使用專業的儀器測量原本眼鏡的度數與厚薄度，接著再量一下鏡片的大小並協助清理原本的眼鏡，便跟哥哥簡單說明一下舊眼鏡的狀況，希望可以讓他在清楚了解舊眼鏡的情況下再來挑選更適合自己的新眼鏡，我覺得這個環節還蠻貼心的專業驗光
緊接著就開始驗光啦！自己配戴眼鏡一段時間後，越來越覺得驗光的環節甚至比挑選鏡片或鏡框都來得重要，畢竟如果沒有仔細了解眼鏡的狀況就冒然製作出新的眼鏡，搞不好戴起來會更不舒服呢！還好享美眼鏡的驗光師都相當專業又很細心地說明每個流程與目的，只要乖乖配合驗光師的指示應該就能準確地測量自己的度數與其他數據了初步了解角膜弧度後，驗光師簡單跟哥哥說明一下量測到的數據，接下來再來進行更精確的度數測量再來就是眼睛焦距測量、斜視斜位測試等步驟，逐步確認好哥哥的眼睛狀況與度數，過程中才發現其實這幾年來哥哥的眼睛度數並沒有增加太多，本來看他平常蠻常打手遊的，本來以為會增加不少說 XD最後就是以「紅綠視標」來比較不同背景下哪一區域視標更加清楚。經驗光師介紹，假如看到紅色比綠色清楚，就代表屈光是處於近視的狀態，可能會有近視矯正不足或遠視過度矯正的情形；反之，假如看到綠色比紅色清楚，表示屈光處於遠視狀態，而代表有近視過度矯正或遠視矯正不足的狀況。因此這個階段就需要慢慢清楚地告知驗光師實際看到的狀況，慢慢調整到正確的度數讓近視遠視都能均衡矯正再來就是配過眼鏡的人都知道的環節，試戴矯正後度數的眼鏡來看一下清晰度的狀況，順便也可以感受一下度數是否過重而導致有頭暈的情形。這個階段真的特別重要呀～畢竟鏡片配好之後就很難再調整，一定要仔細感受一下未來新眼鏡戴起來的感覺是否適當驗光師請哥哥四處隨意走走，近的或遠的物品、文字都稍微看一下，確保之後在生活日常的使用情境都沒什麼問題鏡框挑選
再來就是挑選鏡架的階段啦，這個環節對於有選擇障礙的人應該會覺得很困擾，因為享美眼鏡提供的鏡框選擇真的超級多種，各式的材質、樣式都有很多種類可以挑選鏡框挑選鏡框挑選鏡框挑選鏡框挑選不管是復古、俐落、質感還是穩重的風格，這邊應該都能挑得到適合的款式，找幾個看起來順眼的款式後請服務人員協助，他們都會大方地讓客人多試戴幾副不同的鏡架，畢竟一副眼鏡應該都可以用上好幾年，挑選到自己喜歡的最重要！如果想要質感更上一層的鏡框，這裡也有提供 Marco Polo 的品牌鏡架，有些主打鈦金屬、薄鈦、無螺絲元素的鏡架真的是蠻好看的，有興趣的話可以多試戴看看哥哥本來想挑跟他原本戴的鏡框類似的金屬款，但我們覺得既然都要配新眼鏡了就換個不同的風格嘗試看看吧～於是就私心建議他可以試試看鏡片大一點的黑框眼鏡順便補充一下，店家有跟我們分享鏡片大小會多少影響到邊緣的厚薄度，如果會在意自己挑選的鏡片是否會在邊緣因為過厚而沒這麼好看，可能就要考量一下自己的度數與鏡框，建議可以多跟服務人員確認跟討論喔，他們都會很熱心地提供建議的最後試戴了幾種不同的鏡框後，終於挑好了一個簡約又帶有一些復古風的黑色鏡框，我們自己覺得是很好看啦，但哥哥好像不是很習慣 XD 總之最後試了許久後哥哥也願意嘗試一下新的選擇，就這樣定案啦！接著店家就開始跟我們介紹鏡片的選擇了，這個階段也是相當重要呀鏡片挑選
驗光師拿出了他們各式鏡片的簡介，也大概循著我們一開始所說的工作、生活需求提供一些挑選的建議，對我們這種久久配一次眼鏡的外行人來說，還是需要專業的意見才能比較好決定要選擇的鏡片最後我們挑選的是相對平價的 UV420 奈米非球面綠色多層膜鏡片，依照驗光師細心的介紹，這個鏡片採用的是非球面設計，並且透光率達到 99% 以上，可以有效地消除反光讓清晰度更好，對於有經常開車需求的哥哥來說真的很重要。另外又有抗 UV 處理，可以有效隔離紫外線對眼睛的傷害，總之聽起來是覺得相當不錯，我們就決定用這個鏡片啦～雖然我們因為預算考量已經決定好鏡片，但也好奇地詢問一下如果再高階一點的鏡片又有哪些特色，驗光師就跟我們介紹了他們主打的「 HOYA 鏡片」，這是家成立於 1941 年，來自於日本的著名鏡片生產商，與德國的蔡司（Zeiss）、法國的依視路（Essilor）名列為世界三大鏡片製造商。 HOYA 提供了極高精確度的個人化多焦鏡片，對於更加重視鏡片的使用者來說是很不錯的選擇，不過驗光師也說其實我們挑選的台製品牌也已經非常可以應付日常生活所需，如果有預算上的考量的話，可以選擇台製的即可～挑選好鏡框與鏡片後，再來驗光師使用了我們之前在別的店家很少見的 3D 瞳孔定位儀，可以精準地計算出焦距與眼位高度，讓驗光師可以依照這些數據調整出最適合個人配戴的眼鏡，真的非常用心呀～快速取件
最後就是期待的取件環節啦～原本一般的眼鏡行大多是需要好幾天的時間才可以取件的，不過享美眼鏡主打的就是自己有專業的機器與技師可以研磨鏡片，其實最快大概 20 至 30 分鐘就可以取件，但細節需要跟店家再確認一下喔由於我們是從高雄過去的，店家說可以的話就幫我們現場製作鏡片就可以馬上取件了！不過我們剛好還要去逛一下附近的三井 Outlet 買一下東西，所以就跟店家約好晚一點到他們的另一家嘉藥店取件，這樣我們再直接開車上快速道路回高雄就更順路了！拿到新眼鏡後驗光師又再仔細地幫我們確認細節並做好最後的調整，另外也提醒一下眼鏡使用與保養所要注意的事項，哥哥馬上就可以戴著新眼鏡適應一下比之前清楚超多的視野，而且看起來明明就超適合的呀！以上就是我們這次到台南享美眼鏡配鏡的心得啦，個人覺得不管是驗光的流程、鏡架與鏡片的挑選到服務人員的介紹，都可以感受到滿滿的熱情與專業，如果在南部地區有配眼鏡需求，或是想預約體驗「專業驗光設備」的話，都可以來「享美眼鏡」看看，打造出最適合自己的新眼鏡唷！",0
26,Mobile01,https://www.mobile01.com/topicdetail.php?f=600&t=6934232,2024-03-22 08:46:00,台北市萬華區哪裡有鑑定收購珠寶首飾？,台北市萬華區哪裡有鑑定收購珠寶首飾？因我有一個沒戴過珠寶手環首飾，打算要賣珠寶手環首飾？想請問台北市萬華區哪裡有鑑定收購珠寶首飾？因被人騙買花了5000元,2
27,Mobile01,https://www.mobile01.com/topicdetail.php?f=721&t=6933823,2024-03-21 19:59:00,我想找PRC200 系列的一款錶,以前想買卻沒有下手如今發現想買也買不到了這款是不是沒有地方能買了,1
28,Mobile01,https://www.mobile01.com/topicdetail.php?f=599&t=6933492,2024-03-21 04:38:00,Departure新款HD517S行李箱使用心得,前陣子為了和朋友開車環島玩六天新買了Departure的前開式行李箱HD517S我原本舊的行李箱也是他們家的(515S異形箱)用了三年左右超耐用~而且容量夠大只是後來異形箱借給去日本當交換學生的弟弟用(嚴格說來是被幹走的🙄)想說自己也蠻常在國內旅遊所以打算再買一個拿來平常用本來買得時候還不知道HD517S是新款是客服說我預購的是公司的第一批貨要等~才知道原來這是新出的，還好有趕在去墾丁前收到行李箱玩了一round回來覺得新款HD517S的前開式設計蠻方便的直接立著拉鍊打開就可以拿東西新款517跟舊款515的區別1.比較多尺寸可以做選擇2.前開式設計很讚3.內裡的扣環改成磁吸式的拿東西很方便4.重量更輕共同優點就是一樣有煞車功能跟很好推雖然我個人私心比較喜歡新款HD517S但這款比較適合用來國內旅遊(515S防盜性較好)以上是我新購入的行李箱實際使用心得分享想說新款的討論很少~給大家參考一下最後!!想請大家幫我個忙~因為女友生日快到了，打算幫她規劃一場慶生旅行然後也買一款一樣系列的行李箱給她，我自己是黑色的她平常喜歡藍色系的，但又覺得這個藍跟她平常的藍不太一樣；黃色的話我自己是覺得很亮眼，所以有點拿不定主意想請各位幫我挑挑看哪個顏色比較適合🤔先謝謝啦,7
29,Mobile01,https://www.mobile01.com/topicdetail.php?f=376&t=6933466,2024-03-21 03:30:00,swatch X Snoopy,排隊搶錢的錶又來了，這次是月相錶喔。,0
30,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6933487,2024-03-21 04:33:00,乾性頭皮好用洗髮精 (bodyshop &覺亞),去年年中到現在用了兩款覺得不錯的洗髮精，不知道有多少人跟我一樣是乾性的頭皮，忽冷忽熱的天氣下我的頭皮屑跟乾癢的狀況一直反覆出現，所以就決定把開架的洗髮精換掉!去年是先買body shop 薑根鏗活調理洗髮，後來才用覺亞希沛絲蘊髮洗髮精+養髮液先說body shop的，這罐真的如其名有薑汁的香味，但幸好不是很刺鼻，不然洗完頭頂著薑的味道，也是很奇妙，這罐洗起來很清爽，乾癢蠻有被舒緩到的感覺，不確定是不是因為薑的關係很健康，洗到後面有點覺得太乾，也可能是因為氣候影響。所以之後朋友介紹給我覺亞，他也是用希沛絲，但他是用油頭款，他推薦我乾性頭皮的，洗起來控油不錯，撐一天不是問題，乾癢跟頭皮屑也都有得到控制，最近天氣比較熱一些就主要用這罐，再加上最近官網我有買養髮液一起用，我去剪頭髮，設計師覺得好像頭髮有些地方有長出一點細毛，我雖然是無感，但是沒什麼問題就繼續用了以上2款是我覺得近期洗過不錯的洗髮精,7
31,Mobile01,https://www.mobile01.com/topicdetail.php?f=376&t=6934695,2024-03-23 17:52:00,手錶品牌中文譯名的問題,小弟突然發現一個問題:中港台三地人名地名及商標名都有不同的中文譯名:愛迪達—阿迪達斯賓士—平治—奔馳凌志—雷克薩斯貝克漢—碧咸—貝克漢姆克羅埃西亞—克羅地亞………………為什麼只有手錶品牌的中文譯名三地都是一模一樣的，好神奇，是因為手錶比較高貴一些嗎,3
32,Mobile01,https://www.mobile01.com/topicdetail.php?f=596&t=6934667,2024-03-23 15:50:00,現在穿皮衣的人還多嗎?,小弟長年混跡時尚產業，本科是服裝設計，年輕時做過幾年model，後來和朋友合夥開妝髮公司，做得還算不錯，很多藝人都會固定找我們，總結來說，對於流行和服裝算是有一點點小心得。然後今天想要宣導(吐槽)一下，拜託身材比例沒有特別好的人，真的不要穿皮衣啊~~~~~皮衣完全沒有修飾的效果，他只是更赤裸強調你的身材比例，台灣男性普遍太胖、太矮、腿太短、肩太窄、頭太大......穿皮衣真的都是慘劇。無聊翻了一下 mobile的皮衣分享文，有照片的，幾乎都是慘不忍睹，有感而發一下。,25
33,Mobile01,https://www.mobile01.com/topicdetail.php?f=712&t=6935231,2024-03-25 03:59:00,Longines復古文青款Conquest Heritage開箱,因為我的工作屬性平常開會偶爾需要正裝出席，工作之餘也有參加一些商務社團的聚會本來是戴比較平價的日系石英錶，隨著自己年紀逐漸增長，欣賞手錶的眼光可能也有所成長，一直有想找一款適合自己的機械錶不久前，在IG上看到浪琴最新的Conquest Heritage系列，我第一眼馬上感覺到「就是它了！」Conquest Heritage的設計非常經典，整體錶面乾淨簡約除了內斂之外，更有幾分高雅、雋永的味道這款錶是Conquest系列問世70週年紀念的作品錶面的設計十分經典，屬於耐看、不會退流行的款式最大的特色就是「中央動力儲存」，從錶盤的中心圈可以得知目前機械動力儲存的情況透背的設計，也可以從這面欣賞機械美學，紅寶石在其中閃耀著設有單晶擺輪矽游絲，動力儲存有72小時我幾乎天天戴，就也沒特別去留意動力儲存到什麼程度接下來的照片幾乎都是Conquest Heritage在我手上的模樣如果覺得我的手不好看的，還請多多包涵那天我請好友幫我拍下我的舉手投足我自己挑選了這些，部份發限動、部份發自己的IG，也意外收到不少迴響讓我感覺到最有魅力的是這款錶在手上的同時，即使我平常不見得是文青感這麼重的人卻能夠馬上改變靈魂特質一樣，在書店裡翻閱幾本書，頓時看自己都像個文人雅士XD雖然錶徑只有38mm，但和我的骨架大小非常吻合，忍不住會想多欣賞幾眼透過選擇正確、適合自己的錶款，對我個人的氣場、氣質都有蠻顯著的正面影響甚至工作夥伴也蠻快察覺我戴新錶，引起一點點討論開箱完畢！與各位錶友分享入手喜悅🥰,31
34,Mobile01,https://www.mobile01.com/topicdetail.php?f=719&t=6935458,2024-03-25 12:36:00,4L25機芯停止維修保養服務,我4L25機芯的錶款是2006年出的，在2019年我還曾經送回日本原廠洗油保養過，基本上我手錶的保養都還是習慣送回原廠，所以我從未思考過，是否有一天我會遇到停止維修保養的情形，直到今天考量到手錶距離上次洗油保養也已經快5年了，所以有詢問台灣精工目前洗油保養的費用，結果得到4L25型號，零件已經停產，日本維修中心也停止該型號的保養。我有其他廠牌的手錶，機芯比4L25還要久，但他廠還是有接受洗油保養服務，相較之下似乎他廠的後勤服務還要更佳一點。,4
35,Mobile01,https://www.mobile01.com/topicdetail.php?f=598&t=6935888,2024-03-26 09:01:00,好襪推薦,感謝上次大家推薦好襪買了其中2家的襪子，穿下來後，很喜歡采樂的運動襪有分左右腳，買了同款的2個顏色，可以搭配穿穿了後長時間走路，腳也沒有以前穿普通襪子那麼酸痛包覆性很好，價格也不貴，大家可以參考看看，如果有其他好襪，也歡迎推薦給我,0
36,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6935894,2024-03-26 09:10:00,有沒有solone 補水柔焦妝前精華的替代版,最近超級紅的補水精華，到哪都買不到真的有夠誇張這種換季的天氣很需要妝前做好打底才不會脫妝有試用過solone這款，質地我很喜歡但就是買不到....想問問有沒有人推薦類似這種質地的妝前保濕我的皮膚是混和偏乾妝前如果用乳液又會太滋潤，如果只用化妝水又不夠希望有美妝達人能分享~~,0
37,Mobile01,https://www.mobile01.com/topicdetail.php?f=597&t=6937807,2024-03-28 13:06:00,發錯,.,0
38,Mobile01,https://www.mobile01.com/topicdetail.php?f=714&t=6935386,2024-03-25 08:59:00,OMEGA月之暗面選擇,"到OMEGA AD店員拿出超霸月之暗面，覺得這隻完全打中我的內心。尤其是寫在背面的""WE'LL SEE YOU ON THE OTHER SIDE""，除了被透可以像太空艙觀月的意象之外，覺得好像這隻錶在跟我說，就算今天沒把我帶回家，總有一天我還是會在某個地方遇到它，然後把它收編不過回家冷靜了之後，才發現原來有兩款新的正面TACHYMETRE字樣變成白色，而且有火箭造型指針，這個細節真的不得了但舊款正面TACHYMETRE是黃色字樣跳色好看，雖然指針沒這麼有趣，可是價格省不少，正好過一陣子要去日本，龜吉上也有全新的貨可以買因為沒在國外AD入手過OMEGA，想問如果到時候去日本，各位會建議去AD買新款的月之暗面阿波羅8號，還是去龜吉買舊款?",2
39,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6935595,2024-03-26 01:24:00,居家DIY染髮膏推薦分享,說起我為什麼會開始在家自己染也是有個小小心路歷程，之前有一陣子沒有弄頭髮本來是想說要省錢，後來是習慣配合得設計師時間都喬不攏...（好的設計師真的難尋）所以後來頭髮亂到一個程度開始有點受不了。就乾脆開啟居家染髮這條路，下面推幾個我用過或是過程研究過蠻多人推的居家DIY染劑，給各位參考，畢竟目前也三月底了，接著就會慢慢變熱天氣一熱出門染髮很麻煩，會爆汗、要擦防曬還要帶陽傘XD在家用一用省事還可以染完慢慢護髮～🪮巴黎萊雅優媚染髮霜有三重護髮，那時候看中這點，第一款用的就是這個牌想要很多種顏色選擇的可以看看。接下來是在藥妝買到的🪮HELLO CREAM染髮霜 BlackPink代言的顏色很夢幻讓人很有購物慾，這款的質地比較不一樣，是凝膠感的但我覺得上色效果比較沒有那麼佳，我歸咎於顏色都是比較特別的，偶爾想要來點特別的可以染個換心情👍再來是我查到一款很天然的染髮膏🪮樹飛雪主打天然成分然後染完頭髮髮質會更好，我覺得這款染起來真的相較其他染劑來得溫和👍頭皮比較不會不舒服，然後頭髮吹乾也不太會變毛躁，畢竟染劑還是會多少影響頭髮，像這種能有護髮效果的真的有差，顏色我都會選玳瑁棕跟亞麻棕這種比較多，楓葉橘我之前也有試過～上色都蠻完整的，（但我黃皮實在是放棄挑戰橘調）算是固定回購的染髮劑！建議常用居家DIY染髮可以入手。,3
40,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6935442,2024-03-25 11:36:00,『請益』有人做過頭皮養護課程嗎？,最近天氣變化好大，一下很冷一下很熱像上周末天氣好到可以穿短袖，周一馬上變冷穿羽絨又下雨本來自己的頭皮就屬於比較敏感的，每次只要天氣變化太大頭皮就會癢癢的洗頭的時候也會掉比較多頭髮但這次掉髮的狀況比前幾次嚴重，一起床整個枕頭都是頭髮，好可怕😭之前還沒有這麼誇張自己上網爬了很多文章，也做了很多功課除了看皮膚科吃藥之外，也有去診所諮詢頭皮養護的課程，但整套下來好貴...預算有限的我，有點想先在家做一些簡單的頭皮護理看看這幾次的多間詢問下來，發現頭皮養護的課程除了有些頭皮的spa內容不一樣外最後都有搭配雷射照光生髮治療我記得當初諮詢師是說這個部分是用低能量雷射來刺激毛囊~讓我想起最近常常看到雷射生髮帽的廣告不知道效果是不是一樣的？而且那個可以在家戴好處是不用一直跑診所，時間比較彈性但又不知道跟診所的機台比差異在哪，效果好嗎？不知道有沒有人有用過~ 可以分享一下嗎或者有不錯的頭皮養護產品可以介紹給我,3
41,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6935491,2024-03-25 14:36:00,台北多娜診所植髮後一年分享,頂上戰爭可謂多數男人一生中極大的挑戰，無論遺傳性、壓力性或是後天環境影響，頭上多出幾根毛總覺得多了幾分面子，拿掉遮遮掩掩的帽子，放手讓風大吹特吹的得意人生，絕不能讓這畫面僅存在青年時的回憶裡，從步入社會感受壓力後，掉髮問題在原有雄性禿基礎上日益嚴重，植髮念頭不時出現在我人生清單之中，直到前年終於有了勇氣踏出此步。透過有經驗的朋友介紹，來到了台北多娜植髮診所，過程全由賀院長親自諮詢，首先會詳細說明植髮手術的原理以及不同手術間的差異，再來便會提供髮際線設計的參考案例讓我理解術後的樣貌，光是看到參考案例前輩們的成功經驗，當下我對植髮已經毫無猶豫，之所以會選擇多娜的原因，在於賀院長對髮際線設計的審美觀，基本上每個案例都呈現非常自然有型的樣子，於是在我回去存了一年錢後，立刻捧著現金前往下訂。多娜與其他診所不一樣的地方，手術是以循環制方式進行：取一部分毛囊後接著種植，這樣為一個循環，此做法可以提升毛囊存活率。取髮時是採坐姿鑽取，種植時是採躺著姿勢，由於採循環制的關係，因此同一個姿勢不需要維持太久，所以植髮過程非常輕鬆，只有第一針麻醉打下去很有感外，後面就一邊看劇一邊和院長及護理人員聊聊天，也小睡了一下直到院長說恭喜完成。術後傷口照護不難，注意冰敷及取髮處的加壓止血與上藥，大約三天左右傷口就癒合，不會再有明顯傷痕，術後十天的洗頭方式以泡沫輕敷後，柔水沖洗即可，回診時護理師亦會幫忙洗頭，院長每次的回診皆會仔細觀察術後狀況，他的體貼與用心值得信賴。目前術後一年，除了非常滿意以外我沒有第二句話可以形容，也終於讓我可以嘗試睽違已久燙髮造型，不用在拿著高中帥氣的照片遙遙緬懷，如果你還在猶豫，看看術前術後差異真的可以立即行動重回當年的鮮肉時光。以下是術前與術後一年的比較：,0
42,Mobile01,https://www.mobile01.com/topicdetail.php?f=376&t=6935509,2024-03-25 15:28:00,不知道的錶款價值尋求幫助,請問有沒有大大知道這款錶的型號與現在這隻大概價值多少錢呢？,3
43,Mobile01,https://www.mobile01.com/topicdetail.php?f=718&t=6924410,2024-02-29 08:39:00,Rolex Omega 兩牌選擇,大家好，最近剛好想入手人生第一支手錶，目前心目中的名單有rolex 126900、124270，omega 登月錶 310.30.42.50.01.002大家會建議選擇哪款呢,13
44,Mobile01,https://www.mobile01.com/topicdetail.php?f=376&t=6924267,2024-02-29 05:16:00,前蘇聯製造 - 飛行員手錶,這支手錶由烏克蘭空運到香港👍🏻,0
45,Mobile01,https://www.mobile01.com/topicdetail.php?f=376&t=6924347,2024-02-29 06:35:00,請教萬寶龍 U0112556適合購買嗎？,孩子的爸要過50歲生日了，想來買一隻好一點的機械錶，但孩子的爸不愛多眼、不要複雜錶面、錶徑要在39-35mm以內，在諸多考量下，偶然發現萬寶龍這隻U0112556原本已經打算就這隻錶，爬文中發現萬寶龍2010年有進水問題，想請問這問題在這隻錶上有出現嗎？這錶有其他問題需要注意的嗎？麻煩各位大大們幫忙回答一下，感謝😁,4
46,Mobile01,https://www.mobile01.com/topicdetail.php?f=598&t=6924478,2024-02-29 12:27:00,是否有楦頭比NB 574稍大的復古鞋?,去鞋店試穿，NB574前面楦頭還可以，就是後面足踵包覆力道不足，走路總是感覺要滑下來不知道還有沒有楦頭跟NB574或稍大的，只要是復古鞋都可以推薦，謝謝,0
47,Mobile01,https://www.mobile01.com/topicdetail.php?f=744&t=6923400,2024-02-27 04:52:00,疑似在知名社團買到盜版的化妝品和用品,前陣子有加了幾個比較有名的社團買了一些化妝品和用品收到後發現怎麼用起來跟我自己之前買的專櫃品不太一樣疑似高精緻的仿冒品跟社團反映也沒甚麼回應重點是這些社團還蠻大咖的目前購買的社團有這三個COBxx 嚴選xx。社團【Ms. Uxx】美國xx美國代購 選物社團SOxx SOCxxL xx選物社我知道社團舉證很難~台灣警察也不太會去抓只是想讓大家知道某些知名社團最近開始在賣仿冒品賺取暴利了大家請小心不要跟我一樣貪小便宜買到仿品便宜賣家自己傷身又傷荷包,1
48,Mobile01,https://www.mobile01.com/topicdetail.php?f=710&t=6923614,2024-02-27 11:51:00,請問Citizen有中國設廠或代工?,"前一陣子在知名網購網站買一隻Citizen光動能(在台25周年紀念款AT9124-88E那隻),因我看該錶來自有實體大店的鐘錶行而且也是平價款我也就無懸念購買,但我前幾天突然看到包裝盒底寫著""Made in China"" .難道是高仿的?如果要仿應該不會此地無銀三百兩打上中國製造不是?請問也有人跟我遇到同樣情況?",3
49,Mobile01,https://www.mobile01.com/topicdetail.php?f=600&t=6924937,2024-03-01 12:09:00,[分享]台北 I-Diamond 結婚對戒,新人or廠商所在地區:台北是屬於新人哪種場合:結婚 113/6廠商名稱:I-Diamond聯絡資訊(email、電話、LINE ID、官網連結、FB連結):https://i-diamond.com/訂購金額(大約):45000優惠內容：發文推薦折價 2000心得文：之前求婚戒指也是在這裡訂購，他們貼心的有預借鑽戒這項服務，求婚成功之後就跟著未婚妻一起到現場挑喜歡的款式，第一次的購買很喜歡也很滿意，於是我們的結婚戒指也就決定是I-Diamond！兩次服務的專員不同位，不過都是好有氣質也好專業，兩次前往都感覺很舒適自在，很有被當vip 服務的感覺～來到這邊就是只要負責挑出自己喜歡的款式，不會有其他負擔跟被推銷的困擾，專員會給你真實的建議！非常推薦新人們，把I-Diamond當成是你挑選的第一間，不僅可以學習專業知識，他們親切的服務也不會讓您大受打擊！,0
50,Mobile01,https://www.mobile01.com/topicdetail.php?f=595&t=6923472,2024-02-27 07:02:00,各位做完近視雷射還會去買眼鏡來戴嗎？,前一陣子去做了近視雷射的手術 終於重見天日啦~本來覺得不用戴眼鏡會很方便但可能已經習平常都會有眼鏡身邊的人也說我的臉型五官很適合戴眼鏡XD一時之間有點不太適應…以前因為高度近視的關係 配合鏡片鏡框選擇有限所以也有在思考是不是可以趁機購入一些設計感比較強的鏡框像是觀望很久的丸山 雖然價格較高 但是造型樣式真的特別又好看但一直在想都特別做了雷射 還要繼續戴眼鏡嗎?大家怎麼看?,5
